AC7.2	C47C12.3
F01F1.12	R13G10.1
F01F1.12	R53.3
F01F1.12	T01B7.5
F01F1.12	T01G9.4
F01F1.12	T04A8.6
F01F1.12	T12F5.4
F01F1.12	T20B12.1
F01F1.12	T25C12.1
F01F1.12	T27C4.4
F01F1.12	T27F2.1
F01F1.12	W02A11.4
F01F1.12	W04D2.6
F01F1.12	W08D2.7
F01F1.12	W09C5.2
F01F1.12	Y106G6E.6
F01F1.12	Y111B2A.11
F01F1.12	Y113G7B.21
F01F1.12	Y34D9A.4
F01F1.12	Y49F6B.1
F01F1.12	Y51H7C.6
F01F1.12	Y77E11A.13
F01F1.12	ZC395.3
F01F1.12	ZK1098.1
F01F1.12	ZK1127.5
F01F1.8	F08F8.2
F01F1.8	F09D1.1
F01F1.8	F10C1.2
F01F1.8	F10G7.4
F01F1.8	F11A3.2
F01F1.8	F11C1.6
F01F1.8	F11H8.4
F01F1.8	F14B4.3
F01F1.8	F20B6.2
F01F1.8	F20D12.4
F01F1.8	F23F1.5
F01F1.8	F26E4.9
F01F1.8	F27C1.6
F01F1.8	F28B3.7
F01F1.8	F28D1.7
F01F1.8	F29G9.3
F01F1.8	F32H2.1
F01F1.8	F35H10.4
F01F1.8	F37E3.1
F01F1.8	F43G9.12
F01F1.8	F48F7.1
F01F1.8	F52B11.3
F01F1.8	F53F4.11
F01F1.8	F54C9.1
F01F1.8	F54G8.3
F01F1.8	F54H12.1
F01F1.8	F55A11.2
F01F1.8	F55A12.7
F01F1.8	F55A12.8
F01F1.8	F55C5.8
F01F1.8	F55F8.4
F01F1.8	F56D1.4
F01F1.8	F57B10.1
F01F1.8	F57B9.10
F01F1.8	F57B9.2
F01F1.8	F59B10.1
F01F1.8	F59E10.1
F01F1.8	F59E10.3
F01F1.8	H19M22.2
F01F1.8	H19N07.1
F01F1.8	H38K22.1
F01F1.8	K01G5.4
F01F1.8	K02B12.3
F01F1.8	K02F2.2
F01F1.8	K04G7.11
F01F1.8	K04H4.1
F01F1.8	K07C5.4
F01F1.8	K07C5.6
F01F1.8	K07D4.3
F01F1.8	K07D8.1
F01F1.8	K08E3.6
F01F1.8	K08E4.1
F01F1.8	K10C2.4
F01F1.8	K10G9.2
F01F1.8	K11D9.2
F01F1.8	K11H12.2
F01F1.8	K12H4.3
F01F1.8	M01B12.5
F01F1.8	M03F4.6
F01F1.8	M106.5
F01F1.8	M28.5
F01F1.8	R07G3.1
F01F1.8	R09B3.4
F01F1.8	R119.4
F01F1.8	R12B2.5
F01F1.8	R144.2
F01F1.8	R53.3
F01F1.8	T01C3.1
F01F1.8	T01C3.7
F01F1.8	T01G9.4
F01F1.8	T01H3.1
F01F1.8	T05C12.7
F01F1.8	T05D4.4
F01F1.8	T08A11.2
F01F1.8	T10B5.5
F01F1.8	T10H9.3
F01F1.8	T14F9.4
F01F1.8	T17E9.2
F01F1.8	T20B12.1
F01F1.8	T21B10.3
F01F1.8	T21D12.4
F01F1.8	T22D1.10
F01F1.8	T22D1.4
F01F1.8	T25C12.1
F01F1.8	T27F2.1
F01F1.8	T27F7.1
F01F1.8	W02A11.4
F01F1.8	W03C9.4
F01F1.8	W03F8.10
F01F1.8	W04A4.5
F01F1.8	W04A8.7
F01F1.8	W07B3.2
F01F1.8	W08D2.7
F01F1.8	W09B6.1
F01F1.8	Y116A8C.35
F01F1.8	Y25C1A.5
F01F1.8	Y37D8A.18
F01F1.8	Y38A8.2
F01F1.8	Y38F2AL.4
F01F1.8	Y40B1A.4
F01F1.8	Y47D3A.26
F01F1.8	Y47D3A.6
F01F1.8	Y47G6A.9
F01F1.8	Y48B6A.1
F01F1.8	Y48B6A.13
F01F1.8	Y48G1A.5
F01F1.8	Y49F6B.1
F01F1.8	Y51H7BR.8
F01F1.8	Y53C10A.12
F01F1.8	Y55F3AR.3
F01F1.8	Y63D3A.5
F01F1.8	Y65B4BR.5
F01F1.8	Y71F9AM.4
F01F1.8	Y71F9B.4
F01F1.8	Y71G12B.11
F01F1.8	Y71H2AM.17
F01F1.8	ZC168.3
F01F1.8	ZK1058.2
F01F1.8	ZK1151.1
F01F1.8	ZK637.8
F01G4.2	F10E7.7
F01G4.2	F28F8.5
F01G4.2	F29D11.2
F01G4.2	F46F11.9
F01G4.2	F47F6.5
F01G4.2	F54E7.2
F01G4.2	F55C7.7
F01G4.2	F56D1.4
F01G4.2	F59E10.1
F01G4.2	H13N06.3
F01G4.2	H13N06.4
F01G4.2	K11C4.3
F01G4.2	K12F2.1
F01G4.2	T01G9.4
F01G4.2	T04C10.2
F01G4.2	T09A5.6
F01G4.2	T19E10.1
F01G4.2	T27A3.2
F01G4.2	Y106G6H.7
F01G4.2	Y18D10A.17
F01G4.2	Y49E10.21
F01G4.2	Y51H4A.15
F01G4.2	ZK622.3
F07A5.7	F11C1.6
F07A5.7	F13D11.2
F07A5.7	F18G5.2
F07A5.7	F26E4.1
F07A5.7	F33H2.2
F07A5.7	F39B2.4
F07A5.7	F54F2.1
F07A5.7	F55C7.7
F07A5.7	F56H6.5
F07A5.7	F57B10.3
F07A5.7	K12H4.8
F07A5.7	M01D7.7
F07A5.7	T01D1.2
F07A5.7	T04A8.6
F07A5.7	T19B4.7
F07A5.7	T21G5.5
F07A5.7	Y106G6E.6
F07A5.7	Y11D7A.9
F07A5.7	Y47G6A.15
F07A5.7	Y49E10.3
F07A5.7	Y54E10A.16
F07A5.7	Y63D3A.5
F07A5.7	ZK1127.5
F07E5.5	F10G7.1
F07E5.5	F25D7.3
F07E5.5	F25H8.2
F07E5.5	F29A7.6
F07E5.5	F44B9.7
F07E5.5	F46G11.3
F07E5.5	F54C9.1
F07E5.5	F54C9.5
F07E5.5	K01C8.9
F07E5.5	K04C2.2
F07E5.5	R02D3.3
F07E5.5	T05E8.3
F07E5.5	T21B10.7
F07E5.5	T27F7.3
F07E5.5	Y17G7B.18
F07E5.5	Y48B6A.1
F07E5.5	Y49F6B.1
F07E5.5	Y53C12B.2
F07E5.5	Y53F4B.22
F07E5.5	Y55F3AR.3
F07E5.5	Y77E11A.7
F07E5.5	ZK1127.4
F07E5.5	ZK1127.5
F07E5.5	ZK550.4
F08B1.1	F10E7.7
F08B1.1	F28F8.5
F08B1.1	F48E8.5
F08B1.1	F54C9.9
F08B1.1	F54E7.2
F08B1.1	F55A8.1
F08B1.1	F56D1.4
F08B1.1	F57B9.2
F08B1.1	F59B10.1
F08B1.1	F59E10.1
F08B1.1	K04G7.11
F08B1.1	K08E3.6
F08B1.1	R09B3.4
F08B1.1	R53.3
F08B1.1	T01C3.1
F08B1.1	T09A5.6
F08B1.1	T12D8.1
F08B1.1	T19E10.1
F08B1.1	W07E6.4
F08B1.1	Y106G6H.7
F08B1.1	Y49E10.21
F08B1.1	Y49F6B.1
F08B1.1	Y53H1C.2
F08B1.1	Y71F9AM.4
F08B1.1	ZK593.5
F08B4.5	F10E9.8
F08B4.5	F13D11.2
F08B4.5	F16D3.4
F08B4.5	F18H3.5
F08B4.5	F26B1.7
F08B4.5	F27E5.2
F08B4.5	F36H1.2
F08B4.5	F43G9.1
F08B4.5	F44B9.7
F08B4.5	F47F6.1
F08B4.5	F49E11.1
F08B4.5	F54C9.5
F08B4.5	F59B10.1
F08B4.5	K02A11.1
F08B4.5	K04G2.1
F08B4.5	K04G7.11
F08B4.5	K05C4.6
F08B4.5	M01E5.5
F08B4.5	M6.1
F08B4.5	R05D3.4
F08B4.5	R05D3.7
F08B4.5	R06C1.3
F08B4.5	T01G9.6
F08B4.5	T04D3.2
F08B4.5	T23D8.9
F08B4.5	T26A5.9
F08B4.5	T26G10.1
F08B4.5	T28F12.2
F08B4.5	W04A8.7
F08B4.5	Y106G6E.6
F08B4.5	Y106G6H.7
F08B4.5	Y113G7B.21
F08B4.5	Y40B1A.4
F08B4.5	Y49F6B.1
F08B4.5	Y54E10A.2
F08B4.5	Y54E5B.3
F08B4.5	Y65B4BR.5
F08B4.5	Y71F9AM.4
F08B4.5	ZK1127.5
F08B4.5	ZK1128.3
F08B4.5	ZK1151.1
F08B4.5	ZK637.7
F08C6.1	F57B10.1
F08C6.1	VW02B12L.1
F08C6.1	W03F8.10
F08C6.1	W04A8.7
F08C6.1	Y11D7A.9
F08D12.1	F09B9.2
F08D12.1	F10C5.1
F08D12.1	F11C1.6
F08D12.1	F13D11.2
F08D12.1	F18F11.5
F08D12.1	F22B5.2
F08D12.1	F23C8.6
F08D12.1	F23F12.6
F08D12.1	F25B3.6
F08D12.1	F25B4.6
F08D12.1	F29D11.1
F08D12.1	F29G9.3
F08D12.1	F31E3.1
F08D12.1	F33H1.3
F08D12.1	F35H10.4
F08D12.1	F39B2.6
F08D12.1	F40F8.10
F08D12.1	F42A8.1
F08D12.1	F44A6.2
F08D12.1	F46G11.3
F08D12.1	F54D5.5
F08D12.1	F54E7.3
F08D12.1	F55A12.7
F08D12.1	F56A11.1
F08D12.1	F56A3.3
F08D12.1	F57B10.1
F08D12.1	F57B10.3
F08D12.1	K01C8.9
F08D12.1	K02B12.1
F08D12.1	K03H1.2
F08D12.1	K04D7.1
F08D12.1	K04E7.2
F08D12.1	K04F10.4
F08D12.1	K08B12.5
F08D12.1	K10B3.10
F08D12.1	M01E5.5
F08D12.1	M106.5
F08D12.1	R06A4.4
F08D12.1	R06C1.3
F08D12.1	R06C7.10
F08D12.1	R07E4.6
F08D12.1	R07E5.7
F08D12.1	R13A5.5
F08D12.1	R13F6.1
F08D12.1	R160.1
F08D12.1	R31.1
F08D12.1	R74.1
F08D12.1	T01D1.2
F08D12.1	T08B2.10
F08D12.1	T16H12.4
F08D12.1	T17E9.1
F08D12.1	T20B5.1
F08D12.1	T21D12.4
F08D12.1	T22B11.5
F08D12.1	T23F2.1
F08D12.1	T26A5.9
F08D12.1	T26G10.1
F08D12.1	T27B1.2
F08D12.1	T27F7.3
F08D12.1	W04A8.7
F08D12.1	W09D10.1
F08D12.1	W10D5.3
F08D12.1	Y106G6E.6
F08D12.1	Y11D7A.9
F08D12.1	Y18D10A.5
F08D12.1	Y32F6A.3
F08D12.1	Y34D9A.10
F08D12.1	Y40B1A.4
F08D12.1	Y54E2A.11
F08D12.1	Y63D3A.5
F08D12.1	Y65B4A.3
F08D12.1	Y6B3A.1
F08D12.1	Y71G12B.14
F08D12.1	Y71H2B.10
F08D12.1	Y77E11A.13
F08D12.1	Y79H2A.6
F08D12.1	ZC328.1
F08D12.1	ZC518.2
F08D12.1	ZK1127.5
F08D12.1	ZK1151.1
F08D12.1	ZK430.8
F08D12.1	ZK742.1
F08D12.1	ZK792.6
F08F8.2	F11C1.6
F08F8.2	F23F1.5
F08F8.2	F25H2.4
F08F8.2	F26E4.9
F08F8.2	F29G9.3
F08F8.2	F35H10.4
F08F8.2	F55A11.2
F08F8.2	K07C5.1
F08F8.2	K10C2.4
F08F8.2	M57.2
F08F8.2	R12B2.5
F08F8.2	T01G9.4
F08F8.2	T01H3.1
F08F8.2	T05C12.7
F08F8.2	T05D4.4
F08F8.2	T10H9.3
F08F8.2	T17E9.2
F08F8.2	T22D1.4
F08F8.2	T27F2.1
F08F8.2	W03F8.10
F08F8.2	W04A8.7
F08F8.2	Y37D8A.18
F08F8.2	Y38A8.2
F08F8.2	Y48B6A.13
F08F8.2	Y51H7C.6
F08F8.2	Y57G11C.24
F08F8.2	Y6B3A.1
F08F8.2	Y71F9B.4
F08F8.2	Y71G12B.11
F08F8.2	ZK1127.4
F09B12.1	F10C1.2
F09B12.1	F11C1.6
F09B12.1	F18C12.2
F09B12.1	F19H6.1
F09B12.1	F20B6.2
F09B12.1	F20D12.4
F09B12.1	F23F1.8
F09B12.1	F25B3.6
F09B12.1	F29D11.1
F09B12.1	F29G9.3
F09B12.1	F35H10.4
F09B12.1	F37E3.1
F09B12.1	F40G9.1
F09B12.1	F48F7.1
F09B12.1	F52B11.3
F09B12.1	F52E10.5
F09B12.1	F53F1.2
F09B12.1	F54C9.2
F09B12.1	F54F2.1
F09B12.1	F55B12.1
F09B12.1	F56B3.2
F09B12.1	F56H6.5
F09B12.1	F57B10.1
F09B12.1	F57H12.1
F09B12.1	F58B3.4
F09B12.1	H19M22.2
F09B12.1	K01G5.4
F09B12.1	K02B12.1
F09B12.1	K04F10.4
F09B12.1	K04G2.3
F09B12.1	K07C5.6
F09B12.1	K07D8.1
F09B12.1	K08E5.3
F09B12.1	K09H9.6
F09B12.1	K12H4.1
F09B12.1	K12H4.3
F09B12.1	K12H4.4
F09B12.1	M01E5.5
F09B12.1	M03F4.7
F09B12.1	M106.5
F09B12.1	R06F6.2
F09B12.1	R10F2.1
F09B12.1	R119.4
F09B12.1	R160.1
F09B12.1	T04G9.4
F09B12.1	T05C12.10
F09B12.1	T14G10.5
F09B12.1	T17E9.2
F09B12.1	T20H4.3
F09B12.1	T21D12.4
F09B12.1	T23F2.1
F09B12.1	T26A5.7
F09B12.1	T27F2.1
F09B12.1	W04G3.8
F09B12.1	W07A8.3
F09B12.1	W08D2.7
F09B12.1	W08F4.6
F09B12.1	W09D10.1
F09B12.1	Y110A2AL.8
F09B12.1	Y111B2A.11
F09B12.1	Y23H5A.7
F09B12.1	Y34D9A.10
F09B12.1	Y48B6A.3
F09B12.1	Y49A3A.2
F09B12.1	Y54E10A.2
F09B12.1	Y57A10A.27
F09B12.1	Y65B4A.3
F09B12.1	Y65B4BR.5
F09B12.1	Y71D11A.5
F09B12.1	Y71G12B.11
F09B12.1	Y76A2A.2
F09B12.1	Y77E11A.13
F09B12.1	Y79H2A.3
F09B12.1	ZC328.1
F09B12.1	ZK1127.5
F09B12.1	ZK1151.1
F09B12.1	ZK430.1
F09B12.1	ZK783.1
F09B12.1	ZK973.6
F09B9.2	F23C8.6
F09B9.2	F46G11.3
F09B9.2	F54C4.3
F09B9.2	F54C8.5
F09B9.2	F55A12.7
F09B9.2	F55A8.1
F09B9.2	K10B2.1
F09B9.2	M05B5.2
F09B9.2	T05E11.5
F09B9.2	T09A5.11
F09B9.2	T12D8.7
F09B9.2	T20B5.1
F09B9.2	T26A5.9
F09B9.2	Y106G6E.6
F09B9.2	Y34D9A.10
F09B9.2	Y34D9A.4
F09B9.2	Y65B4A.3
F09B9.2	Y6B3A.1
F09B9.2	Y79H2A.6
F09B9.2	ZK180.3
F09D1.1	F29G9.3
F09D1.1	F35H10.4
F09D1.1	F55A11.2
F09D1.1	K08E4.1
F09D1.1	M03F4.6
F09D1.1	R12B2.5
F09D1.1	R144.2
F09D1.1	T01G9.4
F09D1.1	T05C12.7
F09D1.1	T05D4.4
F09D1.1	T10H9.3
F09D1.1	T17E9.2
F09D1.1	T21B10.3
F09D1.1	T27F2.1
F09D1.1	W04A8.7
F09D1.1	Y116A8C.35
F09D1.1	Y25C1A.5
F09D1.1	Y47D3A.6
F09D1.1	Y48B6A.13
F09D1.1	Y51H7BR.8
F09D1.1	Y71F9AM.4
F09D1.1	Y71F9B.4
F09D1.1	Y71G12B.11
F09D1.1	Y71H2AM.17
F09E5.1	F31E3.1
F09E5.1	F54E7.3
F09E5.1	F58B6.3
F09E5.1	F59E10.1
F09E5.1	K01C8.9
F09E5.1	K04G2.8
F09E5.1	K08C7.3
F09E5.1	K08E3.6
F09E5.1	K10G6.1
F09E5.1	R06F6.1
F09E5.1	R07G3.1
F09E5.1	R53.4
F09E5.1	T13H5.4
F09E5.1	T22A3.5
F09E5.1	T26A5.9
F09E5.1	T27C4.4
F09E5.1	W01B11.3
F09E5.1	W04A4.5
F09E5.1	Y40B1A.4
F09E5.1	ZK1151.1
F09E5.2	F10E7.6
F09E5.2	F10E7.7
F09E5.2	F11H8.4
F09E5.2	F23F1.5
F09E5.2	F35H10.4
F09E5.2	F39G3.7
F09E5.2	F54C4.3
F09E5.2	F54C8.5
F09E5.2	F55A8.1
F09E5.2	F55B12.1
F09E5.2	F56B3.8
F09E5.2	F59A2.4
F09E5.2	K02F2.2
F09E5.2	K10B2.1
F09E5.2	K10C2.4
F09E5.2	R07G3.3
F09E5.2	R12B2.5
F09E5.2	T05C12.7
F09E5.2	T05E11.5
F09E5.2	T09A5.11
F09E5.2	T10H9.3
F09E5.2	T12A2.2
F09E5.2	T12D8.7
F09E5.2	T17E9.2
F09E5.2	T22D1.4
F09E5.2	T23B12.3
F09E5.2	W07E6.1
F09E5.2	Y105E8B.1
F09E5.2	Y37D8A.10
F09E5.2	Y38E10A.24
F09E5.2	Y47D3B.7
F09E5.2	Y59A8B.6
F09E5.2	Y71F9B.4
F09E5.2	ZC376.6
F09E5.2	ZK1236.3
F09E5.2	ZK287.5
F09F7.3	F20D12.4
F09F7.3	F40F8.10
F09F7.3	F53F4.11
F09F7.3	K02B12.3
F09F7.3	K04H4.1
F09F7.3	K07C5.4
F09F7.3	K11H12.2
F09F7.3	K12H4.4
F09F7.3	R12B2.5
F09F7.3	T01C3.7
F09F7.3	T05H4.12
F09F7.3	Y47D3A.26
F09F7.3	Y47G6A.20
F09F7.3	Y71F9B.4
F09F7.3	ZK1151.1
F10B5.1	F53A3.3
F10B5.1	F54C9.1
F10B5.1	F54C9.5
F10B5.1	K01C8.10
F10B5.1	K01C8.9
F10B5.1	K04C2.2
F10B5.1	M110.4
F10B5.1	R02D3.3
F10B5.1	R05H10.2
F10B5.1	T01B7.5
F10B5.1	T21B10.7
F10B5.1	T27F7.3
F10B5.1	W07E6.1
F10B5.1	Y38A8.2
F10B5.1	Y48B6A.1
F10B5.1	Y53C12B.2
F10B5.1	Y55F3AR.3
F10B5.1	Y71G12B.11
F10B5.1	ZK1127.5
F10B5.1	ZK856.11
F10C1.2	F10G7.4
F10C1.2	F11C1.6
F10C1.2	F11H8.4
F10C1.2	F18C12.2
F10C1.2	F18G5.2
F10C1.2	F20B6.2
F10C1.2	F20D12.4
F10C1.2	F29D11.1
F10C1.2	F30H5.1
F10C1.2	F35H10.4
F10C1.2	F35H10.5
F10C1.2	F37E3.1
F10C1.2	F39B2.4
F10C1.2	F40F8.10
F10C1.2	F40G9.1
F10C1.2	F45G2.5
F10C1.2	F52B5.6
F10C1.2	F52E10.5
F10C1.2	F53B8.1
F10C1.2	F53G12.4
F10C1.2	F54C9.2
F10C1.2	F54F2.1
F10C1.2	F55A11.2
F10C1.2	F55A8.1
F10C1.2	F55C5.4
F10C1.2	F55C5.8
F10C1.2	F55C7.7
F10C1.2	F55F8.2
F10C1.2	F56D1.4
F10C1.2	F56H6.5
F10C1.2	F57B9.2
F10C1.2	F57H12.1
F10C1.2	F59A2.1
F10C1.2	H19M22.2
F10C1.2	K02B12.1
F10C1.2	K02B12.3
F10C1.2	K02F2.2
F10C1.2	K04F10.4
F10C1.2	K07C5.6
F10C1.2	K07D4.3
F10C1.2	K07D8.1
F10C1.2	K08B4.1
F10C1.2	K08E5.3
F10C1.2	K10G9.2
F10C1.2	K12C11.2
F10C1.2	K12H4.1
F10C1.2	K12H4.4
F10C1.2	M01E5.5
F10C1.2	M03F4.7
F10C1.2	M106.5
F10C1.2	M28.5
F10C1.2	R02D3.3
F10C1.2	R06F6.2
F10C1.2	R07G3.1
F10C1.2	R12B2.5
F10C1.2	R160.1
F10C1.2	R53.3
F10C1.2	T04G9.4
F10C1.2	T05C12.10
F10C1.2	T05G5.3
F10C1.2	T10F2.4
F10C1.2	T14F9.1
F10C1.2	T15B7.2
F10C1.2	T19B4.7
F10C1.2	T19E10.1
F10C1.2	T21D12.4
F10C1.2	T22D2.1
F10C1.2	T23D8.3
F10C1.2	T23F2.1
F10C1.2	T26A5.7
F10C1.2	T27F2.1
F10C1.2	T27F7.1
F10C1.2	W03C9.3
F10C1.2	W07E6.4
F10C1.2	W08F4.6
F10C1.2	Y106G6E.6
F10C1.2	Y110A2AL.8
F10C1.2	Y23H5A.7
F10C1.2	Y34D9A.10
F10C1.2	Y38F2AL.4
F10C1.2	Y47D3A.26
F10C1.2	Y48B6A.3
F10C1.2	Y49A3A.2
F10C1.2	Y53C10A.12
F10C1.2	Y53H1C.2
F10C1.2	Y54E10A.2
F10C1.2	Y57G11C.31
F10C1.2	Y63D3A.5
F10C1.2	Y65B4BR.5
F10C1.2	Y67D8C.10
F10C1.2	Y71G12B.11
F10C1.2	Y76A2A.2
F10C1.2	Y79H2A.3
F10C1.2	ZC101.2
F10C1.2	ZK1127.5
F10C1.2	ZK1151.1
F10C1.2	ZK430.1
F10C1.2	ZK430.8
F10C1.2	ZK783.1
F10C5.1	F18F11.5
F10C5.1	F28C6.8
F10C5.1	F43C1.2
F10C5.1	F54E7.3
F10C5.1	F58A3.2
F10C5.1	K07E12.1
F10C5.1	K10B3.10
F10C5.1	T17E9.1
F10C5.1	T26A5.9
F10C5.1	Y106G6E.6
F10E7.6	F10E7.7
F10E7.6	F23F1.5
F10E7.6	F35H10.4
F10E7.6	K10C2.4
F10E7.6	R12B2.5
F10E7.6	T05C12.7
F10E7.6	T10H9.3
F10E7.6	T17E9.2
F10E7.6	T23B12.3
F10E7.6	Y47D3B.7
F10E7.7	F11C1.6
F10E7.7	F11H8.4
F10E7.7	F14F4.3
F10E7.7	F18F11.5
F10E7.7	F23F1.5
F10E7.7	F25H2.4
F10E7.7	F28F8.5
F10E7.7	F29D11.2
F10E7.7	F29G6.3
F10E7.7	F30H5.1
F10E7.7	F35H10.4
F10E7.7	F46F11.9
F10E7.7	F47F6.5
F10E7.7	F54E7.2
F10E7.7	F55A8.1
F10E7.7	F55C7.7
F10E7.7	F55F10.1
F10E7.7	F56D1.4
F10E7.7	F59E10.1
F10E7.7	H13N06.3
F10E7.7	H13N06.4
F10E7.7	K02B12.1
F10E7.7	K04D7.1
F10E7.7	K08E4.1
F10E7.7	K10C2.4
F10E7.7	K11C4.3
F10E7.7	K12F2.1
F10E7.7	M110.5
F10E7.7	R12B2.5
F10E7.7	T01G9.4
F10E7.7	T04C10.2
F10E7.7	T05C12.7
F10E7.7	T06D8.5
F10E7.7	T06D8.6
F10E7.7	T09A5.6
F10E7.7	T10B9.4
F10E7.7	T10H9.3
F10E7.7	T12D8.1
F10E7.7	T14B4.2
F10E7.7	T17E9.2
F10E7.7	T23B12.3
F10E7.7	T27A3.2
F10E7.7	VW02B12L.1
F10E7.7	W06B11.2
F10E7.7	Y18D10A.17
F10E7.7	Y38E10A.24
F10E7.7	Y47D3B.7
F10E7.7	Y47G6A.9
F10E7.7	Y49E10.21
F10E7.7	Y51H4A.15
F10E7.7	Y51H7BR.8
F10E7.7	Y71F9B.4
F10E7.7	Y71H10B.1
F10E7.7	Y71H2AM.17
F10E7.7	ZK622.3
F10E9.8	F18H3.5
F10E9.8	F36H1.2
F10E9.8	F44B9.7
F10E9.8	F47F6.1
F10E9.8	F49E11.1
F10E9.8	K02A11.1
F10E9.8	K05C4.6
F10E9.8	M01E5.5
F10E9.8	M6.1
F10E9.8	R05D3.7
F10E9.8	R12E2.2
F10E9.8	T01G9.6
F10E9.8	T04D3.2
F10E9.8	T26A5.9
F10E9.8	Y106G6H.7
F10E9.8	Y40B1A.4
F10E9.8	Y49F6B.1
F10E9.8	Y54E5B.3
F10G7.1	F37B12.3
F10G7.1	F44B9.7
F10G7.1	F46G11.3
F10G7.1	F54C9.1
F10G7.1	R02D3.3
F10G7.1	R07G3.3
F10G7.1	T27F7.3
F10G7.1	Y17G7B.18
F10G7.1	Y38A8.2
F10G7.1	Y49F6B.1
F10G7.1	Y53F4B.22
F10G7.1	Y55F3AR.3
F10G7.1	Y71G12B.11
F10G7.1	Y77E11A.7
F10G7.1	ZK1127.4
F10G7.1	ZK550.4
F10G7.4	F11A3.2
F10G7.4	F17C11.10
F10G7.4	F26D2.2
F10G7.4	F28B3.7
F10G7.4	F32E10.6
F10G7.4	F35C5.7
F10G7.4	F37E3.1
F10G7.4	F41E6.4
F10G7.4	F43G9.12
F10G7.4	F45G2.5
F10G7.4	F52B5.6
F10G7.4	F54C9.1
F10G7.4	F54H12.1
F10G7.4	F55A12.8
F10G7.4	F55C5.4
F10G7.4	F55C5.8
F10G7.4	F55F8.2
F10G7.4	F56D1.4
F10G7.4	F57C9.5
F10G7.4	F59A2.1
F10G7.4	K08A8.3
F10G7.4	K08B4.1
F10G7.4	K11D9.1
F10G7.4	K12C11.2
F10G7.4	M01E5.5
F10G7.4	R02D3.3
F10G7.4	R07G3.1
F10G7.4	R53.3
F10G7.4	T05G5.3
F10G7.4	T10B5.5
F10G7.4	T10F2.4
F10G7.4	T14F9.1
F10G7.4	T19E10.1
F10G7.4	T20B12.1
F10G7.4	W02A11.4
F10G7.4	W02A2.6
F10G7.4	W04A4.5
F10G7.4	W07E6.4
F10G7.4	Y40B1A.4
F10G7.4	Y47D3A.26
F10G7.4	Y47G6A.12
F10G7.4	Y48G1A.5
F10G7.4	Y53H1C.2
F10G7.4	Y55B1BM.1
F10G7.4	Y55F3AR.3
F10G7.4	Y57G11C.31
F10G7.4	Y65B4BR.5
F10G7.4	ZK1151.1
F10G7.4	ZK381.1
F10G7.4	ZK430.8
F11A10.1	F46A9.4
F11A10.1	T01B7.5
F11A10.1	ZK1127.4
F11A3.2	F12F6.7
F11A3.2	F20D12.4
F11A3.2	F21C3.5
F11A3.2	F28B3.7
F11A3.2	F29B9.6
F11A3.2	F37E3.1
F11A3.2	F41E6.4
F11A3.2	F43G9.12
F11A3.2	F53A2.4
F11A3.2	F54C9.1
F11A3.2	F54H12.1
F11A3.2	F55A12.8
F11A3.2	K04G2.1
F11A3.2	K04G7.11
F11A3.2	K07C5.4
F11A3.2	K12H4.3
F11A3.2	R06C7.8
F11A3.2	R07G3.1
F11A3.2	R13A5.12
F11A3.2	T01G9.4
F11A3.2	T01G9.6
F11A3.2	T04D3.2
F11A3.2	T05G5.3
F11A3.2	T09A5.9
F11A3.2	T10B5.5
F11A3.2	T20B12.1
F11A3.2	T22D1.10
F11A3.2	T23D8.9
F11A3.2	T25G3.3
F11A3.2	T26G10.1
F11A3.2	T27F7.3
F11A3.2	W01B11.3
F11A3.2	W01G7.3
F11A3.2	W02A11.4
F11A3.2	W04A4.5
F11A3.2	W08D2.7
F11A3.2	W09C5.2
F11A3.2	Y40B1A.4
F11A3.2	Y47D3A.26
F11A3.2	Y48G1A.5
F11A3.2	Y49F6B.1
F11A3.2	Y54E2A.11
F11A3.2	Y55F3AR.3
F11A3.2	Y62E10A.11
F11A3.2	Y65B4BR.5
F11A3.2	Y77E11A.7
F11A3.2	ZC123.3
F11A3.2	ZK1127.5
F11A3.2	ZK1151.1
F11A3.2	ZK856.10
F11C1.6	F11H8.4
F11C1.6	F13D11.2
F11C1.6	F16B4.8
F11C1.6	F18C12.2
F11C1.6	F18F11.5
F11C1.6	F18G5.2
F11C1.6	F20D12.2
F11C1.6	F20H11.6
F11C1.6	F21C3.5
F11C1.6	F22B5.1
F11C1.6	F23F1.5
F11C1.6	F23F1.8
F11C1.6	F23H11.2
F11C1.6	F25B3.6
F11C1.6	F25B4.6
F11C1.6	F25H2.4
F11C1.6	F26E4.1
F11C1.6	F26E4.9
F11C1.6	F27C1.2
F11C1.6	F27E5.2
F11C1.6	F28D1.10
F11C1.6	F29D11.2
F11C1.6	F29G9.3
F11C1.6	F31E3.1
F11C1.6	F32E10.1
F11C1.6	F33C8.1
F11C1.6	F33H1.3
F11C1.6	F35H10.4
F11C1.6	F36H1.4
F11C1.6	F37C12.3
F11C1.6	F37E3.1
F11C1.6	F40F8.10
F11C1.6	F40G9.1
F11C1.6	F41C3.4
F11C1.6	F41E6.4
F11C1.6	F42A8.2
F11C1.6	F42C5.10
F11C1.6	F44C4.4
F11C1.6	F46A9.4
F11C1.6	F46F11.9
F11C1.6	F47A4.2
F11C1.6	F47D12.4
F11C1.6	F48A11.1
F11C1.6	F48C1.4
F11C1.6	F48F7.1
F11C1.6	F54C8.5
F11C1.6	F54C9.2
F11C1.6	F54F2.1
